STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00041253,"CACHUMA LAKE, CA US",1992-12-22,,,0,0,0,64,31,
USC00041253,"CACHUMA LAKE, CA US",1992-12-23,,,0,0,0,66,31,
USC00041253,"CACHUMA LAKE, CA US",1992-12-24,,,0,0,0,73,38,
USC00041253,"CACHUMA LAKE, CA US",1992-12-25,,,0,0,0,73,41,
USC00041253,"CACHUMA LAKE, CA US",1992-12-26,,,0,0,0,73,42,
USC00041253,"CACHUMA LAKE, CA US",1992-12-27,,,0,0,0,70,34,
USC00041253,"CACHUMA LAKE, CA US",1992-12-28,,,0,0,0,61,35,
USC00041253,"CACHUMA LAKE, CA US",1992-12-29,,,1.94,0,0,55,49,
USC00041253,"CACHUMA LAKE, CA US",1992-12-30,,,0.35,0,0,57,40,
USC00041253,"CACHUMA LAKE, CA US",1992-12-31,,,0,0,0,57,33,
USC00041253,"CACHUMA LAKE, CA US",1993-01-01,,,0,0,0,60,35,
USC00041253,"CACHUMA LAKE, CA US",1993-01-02,,,0.71,0,0,61,39,
USC00041253,"CACHUMA LAKE, CA US",1993-01-03,,,0,0,0,55,26,
USC00041253,"CACHUMA LAKE, CA US",1993-01-04,,,0,0,0,58,27,
USC00041253,"CACHUMA LAKE, CA US",1993-01-05,,,0,0,0,52,33,
USC00041253,"CACHUMA LAKE, CA US",1993-01-06,,,0.06,0,0,60,31,
USC00041253,"CACHUMA LAKE, CA US",1993-01-07,,,1.4,0,0,60,52,
USC00041253,"CACHUMA LAKE, CA US",1993-01-08,,,0.42,0,0,58,49,
USC00041253,"CACHUMA LAKE, CA US",1993-01-09,,,0.1,0,0,58,46,
USC00041253,"CACHUMA LAKE, CA US",1993-01-10,,,0.03,0,0,55,47,
USC00041253,"CACHUMA LAKE, CA US",1993-01-11,,,0.29,0,0,55,32,
USC00041253,"CACHUMA LAKE, CA US",1993-01-12,,,0,0,0,57,34,
USC00041253,"CACHUMA LAKE, CA US",1993-01-13,,,3,0,0,59,45,
USC00041253,"CACHUMA LAKE, CA US",1993-01-14,,,1.85,0,0,60,46,
USC00041253,"CACHUMA LAKE, CA US",1993-01-15,,,0.1,0,0,58,46,
USC00041253,"CACHUMA LAKE, CA US",1993-01-16,,,1.03,0,0,58,50,
USC00041253,"CACHUMA LAKE, CA US",1993-01-17,,,0.17,0,0,59,52,
USC00041253,"CACHUMA LAKE, CA US",1993-01-18,,,2.52,0,0,58,47,
USC00041253,"CACHUMA LAKE, CA US",1993-01-19,,,0.07,0,0,57,41,
USC00041253,"CACHUMA LAKE, CA US",1993-01-20,,,0,0,0,59,41,
USC00041253,"CACHUMA LAKE, CA US",1993-01-21,,,0,0,0,63,41,
USC00041253,"CACHUMA LAKE, CA US",1993-01-22,,,0,0,0,68,47,
USC00041253,"CACHUMA LAKE, CA US",1993-01-23,,,0,0,0,68,35,
USC00041253,"CACHUMA LAKE, CA US",1993-01-24,,,0,0,0,70,37,
USC00041253,"CACHUMA LAKE, CA US",1993-01-25,,,0,0,0,74,40,
USC00041253,"CACHUMA LAKE, CA US",1993-01-26,,,0,0,0,77,43,
USC00041253,"CACHUMA LAKE, CA US",1993-01-27,,,0,0,0,79,43,
USC00041253,"CACHUMA LAKE, CA US",1993-01-28,,,0,0,0,77,38,
USC00041253,"CACHUMA LAKE, CA US",1993-01-29,,,0,0,0,73,37,
USC00041253,"CACHUMA LAKE, CA US",1993-01-30,,,0,0,0,72,35,
USC00041253,"CACHUMA LAKE, CA US",1993-01-31,,,0.1,0,0,67,36,
USC00041253,"CACHUMA LAKE, CA US",1993-02-01,,,0,0,0,66,37,
USC00041253,"CACHUMA LAKE, CA US",1993-02-02,,,0,0,0,68,37,
USC00041253,"CACHUMA LAKE, CA US",1993-02-03,,,0,0,0,67,38,
USC00041253,"CACHUMA LAKE, CA US",1993-02-04,,,0,0,0,68,45,
USC00041253,"CACHUMA LAKE, CA US",1993-02-05,,,0.03,0,0,73,51,
USC00041253,"CACHUMA LAKE, CA US",1993-02-06,,,0,0,0,91,42,
USC00041253,"CACHUMA LAKE, CA US",1993-02-07,,,0,0,0,76,43,
USC00041253,"CACHUMA LAKE, CA US",1993-02-08,,,2.24,0,0,61,53,
USC00041253,"CACHUMA LAKE, CA US",1993-02-09,,,1.01,0,0,57,46,
USC00041253,"CACHUMA LAKE, CA US",1993-02-10,,,0.12,0,0,50,40,
USC00041253,"CACHUMA LAKE, CA US",1993-02-11,,,0,0,0,62,38,
USC00041253,"CACHUMA LAKE, CA US",1993-02-12,,,0,0,0,63,45,
USC00041253,"CACHUMA LAKE, CA US",1993-02-13,,,0,0,0,65,40,
USC00041253,"CACHUMA LAKE, CA US",1993-02-14,,,0,0,0,68,38,
USC00041253,"CACHUMA LAKE, CA US",1993-02-15,,,0,0,0,71,38,
USC00041253,"CACHUMA LAKE, CA US",1993-02-16,,,0,0,0,63,41,
USC00041253,"CACHUMA LAKE, CA US",1993-02-17,,,0,0,0,57,45,
USC00041253,"CACHUMA LAKE, CA US",1993-02-18,,,0.76,0,0,65,49,
USC00041253,"CACHUMA LAKE, CA US",1993-02-19,,,3.16,0,0,61,52,
USC00041253,"CACHUMA LAKE, CA US",1993-02-20,,,0.79,0,0,60,44,
USC00041253,"CACHUMA LAKE, CA US",1993-02-21,,,0.05,0,0,59,41,
USC00041253,"CACHUMA LAKE, CA US",1993-02-22,,,0,0,0,62,40,
USC00041253,"CACHUMA LAKE, CA US",1993-02-23,,,2.4,0,0,56,45,
USC00041253,"CACHUMA LAKE, CA US",1993-02-24,,,0.12,0,0,62,42,
USC00041253,"CACHUMA LAKE, CA US",1993-02-25,,,0,0,0,57,36,
USC00041253,"CACHUMA LAKE, CA US",1993-02-26,,,1.32,0,0,58,38,
USC00041253,"CACHUMA LAKE, CA US",1993-02-27,,,0.06,0,0,57,39,
USC00041253,"CACHUMA LAKE, CA US",1993-02-28,,,0.03,0,0,58,35,
USC00041253,"CACHUMA LAKE, CA US",1993-03-01,,,0,0,0,61,38,
USC00041253,"CACHUMA LAKE, CA US",1993-03-02,,,0,0,0,65,37,
USC00041253,"CACHUMA LAKE, CA US",1993-03-03,,,0,0,0,68,40,
USC00041253,"CACHUMA LAKE, CA US",1993-03-04,,,0,0,0,68,41,
USC00041253,"CACHUMA LAKE, CA US",1993-03-05,,,0,0,0,77,40,
USC00041253,"CACHUMA LAKE, CA US",1993-03-06,,,0,0,0,81,45,
USC00041253,"CACHUMA LAKE, CA US",1993-03-07,,,0,0,0,84,50,
USC00041253,"CACHUMA LAKE, CA US",1993-03-08,,,0,0,0,84,49,
USC00041253,"CACHUMA LAKE, CA US",1993-03-09,,,0,0,0,82,39,
USC00041253,"CACHUMA LAKE, CA US",1993-03-10,,,0,0,0,80,43,
USC00041253,"CACHUMA LAKE, CA US",1993-03-11,,,0,0,0,72,47,
USC00041253,"CACHUMA LAKE, CA US",1993-03-12,,,0,0,0,78,51,
USC00041253,"CACHUMA LAKE, CA US",1993-03-13,,,0,0,0,83,50,
USC00041253,"CACHUMA LAKE, CA US",1993-03-14,,,0.03,0,0,78,51,
USC00041253,"CACHUMA LAKE, CA US",1993-03-15,,,0,0,0,73,52,
USC00041253,"CACHUMA LAKE, CA US",1993-03-16,,,0,0,0,74,46,
USC00041253,"CACHUMA LAKE, CA US",1993-03-17,,,0.03,0,0,80,54,
USC00041253,"CACHUMA LAKE, CA US",1993-03-18,,,0.03,0,0,69,51,
USC00041253,"CACHUMA LAKE, CA US",1993-03-19,,,0,0,0,72,44,
USC00041253,"CACHUMA LAKE, CA US",1993-03-20,,,0,0,0,78,50,
USC00041253,"CACHUMA LAKE, CA US",1993-03-21,,,0,0,0,79,46,
USC00041253,"CACHUMA LAKE, CA US",1993-03-22,,,0,0,0,77,47,
USC00041253,"CACHUMA LAKE, CA US",1993-03-23,,,0,0,0,80,50,
USC00041253,"CACHUMA LAKE, CA US",1993-03-24,,,0,0,0,71,53,
USC00041253,"CACHUMA LAKE, CA US",1993-03-25,,,1.34,0,0,69,53,
USC00041253,"CACHUMA LAKE, CA US",1993-03-26,,,3.36,0,0,58,46,
USC00041253,"CACHUMA LAKE, CA US",1993-03-27,,,0.26,0,0,52,44,
USC00041253,"CACHUMA LAKE, CA US",1993-03-28,,,1.03,0,0,60,38,
USC00041253,"CACHUMA LAKE, CA US",1993-03-29,,,0,0,0,63,41,
USC00041253,"CACHUMA LAKE, CA US",1993-03-30,,,0,0,0,68,47,
USC00041253,"CACHUMA LAKE, CA US",1993-03-31,,,0,0,0,71,45,
USC00041253,"CACHUMA LAKE, CA US",1993-04-01,,,0,0,0,68,46,
USC00041253,"CACHUMA LAKE, CA US",1993-04-02,,,0,0,0,67,43,
USC00041253,"CACHUMA LAKE, CA US",1993-04-03,,,0,0,0,80,45,
USC00041253,"CACHUMA LAKE, CA US",1993-04-04,,,0,0,0,80,47,
USC00041253,"CACHUMA LAKE, CA US",1993-04-05,,,0,0,0,74,47,
USC00041253,"CACHUMA LAKE, CA US",1993-04-06,,,0,0,0,66,42,
USC00041253,"CACHUMA LAKE, CA US",1993-04-07,,,0,0,0,72,43,
USC00041253,"CACHUMA LAKE, CA US",1993-04-08,,,0,0,0,80,41,
USC00041253,"CACHUMA LAKE, CA US",1993-04-09,,,0,0,0,80,46,
USC00041253,"CACHUMA LAKE, CA US",1993-04-10,,,0,0,0,73,43,
USC00041253,"CACHUMA LAKE, CA US",1993-04-11,,,0,0,0,77,40,
USC00041253,"CACHUMA LAKE, CA US",1993-04-12,,,0,0,0,77,39,
USC00041253,"CACHUMA LAKE, CA US",1993-04-13,,,0,0,0,77,41,
USC00041253,"CACHUMA LAKE, CA US",1993-04-14,,,0,0,0,76,40,
USC00041253,"CACHUMA LAKE, CA US",1993-04-15,,,0,0,0,73,42,
USC00041253,"CACHUMA LAKE, CA US",1993-04-16,,,0,0,0,74,40,
USC00041253,"CACHUMA LAKE, CA US",1993-04-17,,,0,0,0,73,42,
USC00041253,"CACHUMA LAKE, CA US",1993-04-18,,,0.02,0,0,72,50,
USC00041253,"CACHUMA LAKE, CA US",1993-04-19,,,0,0,0,72,42,
USC00041253,"CACHUMA LAKE, CA US",1993-04-20,,,0,0,0,84,50,
USC00041253,"CACHUMA LAKE, CA US",1993-04-21,,,0,0,0,84,41,
USC00041253,"CACHUMA LAKE, CA US",1993-04-22,,,0,0,0,77,48,
USC00041253,"CACHUMA LAKE, CA US",1993-04-23,,,0,0,0,73,41,
USC00041253,"CACHUMA LAKE, CA US",1993-04-24,,,0,0,0,74,47,
USC00041253,"CACHUMA LAKE, CA US",1993-04-25,,,0,0,0,79,46,
USC00041253,"CACHUMA LAKE, CA US",1993-04-26,,,0,0,0,84,45,
USC00041253,"CACHUMA LAKE, CA US",1993-04-27,,,0,0,0,79,42,
USC00041253,"CACHUMA LAKE, CA US",1993-04-28,,,0,0,0,80,40,
USC00041253,"CACHUMA LAKE, CA US",1993-04-29,,,0,0,0,85,45,
USC00041253,"CACHUMA LAKE, CA US",1993-04-30,,,0,0,0,92,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-01,,,0,0,0,95,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-02,,,0,0,0,89,50,
USC00041253,"CACHUMA LAKE, CA US",1993-05-03,,,0,0,0,84,50,
USC00041253,"CACHUMA LAKE, CA US",1993-05-04,,,0,0,0,73,45,
USC00041253,"CACHUMA LAKE, CA US",1993-05-05,,,0,0,0,78,40,
USC00041253,"CACHUMA LAKE, CA US",1993-05-06,,,0,0,0,79,46,
USC00041253,"CACHUMA LAKE, CA US",1993-05-07,,,0,0,0,77,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-08,,,0,0,0,85,45,
USC00041253,"CACHUMA LAKE, CA US",1993-05-09,,,0,0,0,86,45,
USC00041253,"CACHUMA LAKE, CA US",1993-05-10,,,0,0,0,92,48,
USC00041253,"CACHUMA LAKE, CA US",1993-05-11,,,0,0,0,88,52,
USC00041253,"CACHUMA LAKE, CA US",1993-05-12,,,0,0,0,70,40,
USC00041253,"CACHUMA LAKE, CA US",1993-05-13,,,0,0,0,71,39,
USC00041253,"CACHUMA LAKE, CA US",1993-05-14,,,0,0,0,77,42,
USC00041253,"CACHUMA LAKE, CA US",1993-05-15,,,0,0,0,83,44,
USC00041253,"CACHUMA LAKE, CA US",1993-05-16,,,0,0,0,89,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-17,,,0,0,0,83,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-18,,,0,0,0,82,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-19,,,0,0,0,83,50,
USC00041253,"CACHUMA LAKE, CA US",1993-05-20,,,0,0,0,86,59,
USC00041253,"CACHUMA LAKE, CA US",1993-05-21,,,0,0,0,80,54,
USC00041253,"CACHUMA LAKE, CA US",1993-05-22,,,0,0,0,78,54,
USC00041253,"CACHUMA LAKE, CA US",1993-05-23,,,0,0,0,85,51,
USC00041253,"CACHUMA LAKE, CA US",1993-05-24,,,0,0,0,75,54,
USC00041253,"CACHUMA LAKE, CA US",1993-05-25,,,0,0,0,79,60,
USC00041253,"CACHUMA LAKE, CA US",1993-05-26,,,0,0,0,73,47,
USC00041253,"CACHUMA LAKE, CA US",1993-05-27,,,0,0,0,77,48,
USC00041253,"CACHUMA LAKE, CA US",1993-05-28,,,0,0,0,81,51,
USC00041253,"CACHUMA LAKE, CA US",1993-05-29,,,0,0,0,76,45,
USC00041253,"CACHUMA LAKE, CA US",1993-05-30,,,0,0,0,83,51,
USC00041253,"CACHUMA LAKE, CA US",1993-05-31,,,0,0,0,87,56,
USC00041253,"CACHUMA LAKE, CA US",1993-06-01,,,0,0,0,81,49,
USC00041253,"CACHUMA LAKE, CA US",1993-06-02,,,0,0,0,83,52,
USC00041253,"CACHUMA LAKE, CA US",1993-06-03,,,0,0,0,77,53,
USC00041253,"CACHUMA LAKE, CA US",1993-06-04,,,0,0,0,78,51,
USC00041253,"CACHUMA LAKE, CA US",1993-06-05,,,0.41,0,0,76,53,
USC00041253,"CACHUMA LAKE, CA US",1993-06-06,,,0,0,0,69,43,
USC00041253,"CACHUMA LAKE, CA US",1993-06-07,,,0,0,0,72,53,
USC00041253,"CACHUMA LAKE, CA US",1993-06-08,,,0,0,0,78,47,
USC00041253,"CACHUMA LAKE, CA US",1993-06-09,,,0,0,0,85,48,
USC00041253,"CACHUMA LAKE, CA US",1993-06-10,,,0,0,0,95,52,
USC00041253,"CACHUMA LAKE, CA US",1993-06-11,,,0,0,0,89,48,
USC00041253,"CACHUMA LAKE, CA US",1993-06-12,,,0,0,0,81,44,
USC00041253,"CACHUMA LAKE, CA US",1993-06-13,,,0,0,0,90,45,
USC00041253,"CACHUMA LAKE, CA US",1993-06-14,,,0,0,0,95,52,
USC00041253,"CACHUMA LAKE, CA US",1993-06-15,,,0,0,0,97,51,
USC00041253,"CACHUMA LAKE, CA US",1993-06-16,,,0,0,0,90,47,
USC00041253,"CACHUMA LAKE, CA US",1993-06-17,,,0,0,0,92,50,
USC00041253,"CACHUMA LAKE, CA US",1993-06-18,,,0,0,0,94,54,
USC00041253,"CACHUMA LAKE, CA US",1993-06-19,,,0,0,0,100,55,
USC00041253,"CACHUMA LAKE, CA US",1993-06-20,,,0,0,0,102,53,
USC00041253,"CACHUMA LAKE, CA US",1993-06-21,,,0,0,0,91,52,
USC00041253,"CACHUMA LAKE, CA US",1993-06-22,,,0,0,0,82,50,
USC00041253,"CACHUMA LAKE, CA US",1993-06-23,,,0,0,0,84,49,
USC00041253,"CACHUMA LAKE, CA US",1993-06-24,,,0,0,0,102,57,
USC00041253,"CACHUMA LAKE, CA US",1993-06-25,,,0,0,0,107,60,
USC00041253,"CACHUMA LAKE, CA US",1993-06-26,,,0,0,0,101,57,
USC00041253,"CACHUMA LAKE, CA US",1993-06-27,,,0,0,0,98,54,
USC00041253,"CACHUMA LAKE, CA US",1993-06-28,,,0,0,0,91,52,
USC00041253,"CACHUMA LAKE, CA US",1993-06-29,,,0,0,0,86,48,
USC00041253,"CACHUMA LAKE, CA US",1993-06-30,,,0,0,0,94,46,
USC00041253,"CACHUMA LAKE, CA US",1993-07-01,,,0,0,0,94,50,
USC00041253,"CACHUMA LAKE, CA US",1993-07-02,,,0,0,0,93,51,
USC00041253,"CACHUMA LAKE, CA US",1993-07-03,,,0,0,0,85,52,
USC00041253,"CACHUMA LAKE, CA US",1993-07-04,,,0,0,0,85,50,
USC00041253,"CACHUMA LAKE, CA US",1993-07-05,,,0,0,0,82,50,
USC00041253,"CACHUMA LAKE, CA US",1993-07-06,,,0,0,0,87,53,
USC00041253,"CACHUMA LAKE, CA US",1993-07-07,,,0,0,0,88,55,
USC00041253,"CACHUMA LAKE, CA US",1993-07-08,,,0,0,0,90,55,
USC00041253,"CACHUMA LAKE, CA US",1993-07-09,,,0,0,0,88,53,
USC00041253,"CACHUMA LAKE, CA US",1993-07-10,,,0,0,0,86,54,
USC00041253,"CACHUMA LAKE, CA US",1993-07-11,,,0,0,0,89,53,
USC00041253,"CACHUMA LAKE, CA US",1993-07-12,,,0,0,0,91,54,
USC00041253,"CACHUMA LAKE, CA US",1993-07-13,,,0,0,0,86,54,
USC00041253,"CACHUMA LAKE, CA US",1993-07-14,,,0,0,0,82,52,
USC00041253,"CACHUMA LAKE, CA US",1993-07-15,,,0,0,0,83,54,
USC00041253,"CACHUMA LAKE, CA US",1993-07-16,,,0,0,0,82,49,
USC00041253,"CACHUMA LAKE, CA US",1993-07-17,,,0,0,0,84,49,
USC00041253,"CACHUMA LAKE, CA US",1993-07-18,,,0,0,0,85,49,
USC00041253,"CACHUMA LAKE, CA US",1993-07-19,,,0,0,0,87,55,
USC00041253,"CACHUMA LAKE, CA US",1993-07-20,,,0,0,0,83,53,
USC00041253,"CACHUMA LAKE, CA US",1993-07-21,,,0,0,0,82,54,
USC00041253,"CACHUMA LAKE, CA US",1993-07-22,,,0,0,0,79,51,
USC00041253,"CACHUMA LAKE, CA US",1993-07-23,,,0,0,0,88,55,
USC00041253,"CACHUMA LAKE, CA US",1993-07-24,,,0,0,0,85,55,
USC00041253,"CACHUMA LAKE, CA US",1993-07-25,,,0,0,0,87,57,
USC00041253,"CACHUMA LAKE, CA US",1993-07-26,,,0,0,0,81,63,
USC00041253,"CACHUMA LAKE, CA US",1993-07-27,,,0,0,0,81,61,
USC00041253,"CACHUMA LAKE, CA US",1993-07-28,,,0,0,0,83,58,
USC00041253,"CACHUMA LAKE, CA US",1993-07-29,,,0,0,0,83,53,
USC00041253,"CACHUMA LAKE, CA US",1993-07-30,,,0,0,0,85,50,
USC00041253,"CACHUMA LAKE, CA US",1993-07-31,,,0,0,0,98,50,
USC00041253,"CACHUMA LAKE, CA US",1993-08-01,,,0,0,0,104,59,
USC00041253,"CACHUMA LAKE, CA US",1993-08-02,,,0,0,0,107,60,
USC00041253,"CACHUMA LAKE, CA US",1993-08-03,,,0,0,0,99,60,
USC00041253,"CACHUMA LAKE, CA US",1993-08-04,,,0,0,0,88,58,
USC00041253,"CACHUMA LAKE, CA US",1993-08-05,,,0,0,0,94,58,
USC00041253,"CACHUMA LAKE, CA US",1993-08-06,,,0,0,0,94,58,
USC00041253,"CACHUMA LAKE, CA US",1993-08-07,,,0,0,0,89,55,
USC00041253,"CACHUMA LAKE, CA US",1993-08-08,,,0,0,0,88,54,
USC00041253,"CACHUMA LAKE, CA US",1993-08-09,,,0,0,0,80,56,
USC00041253,"CACHUMA LAKE, CA US",1993-08-10,,,0,0,0,93,56,
USC00041253,"CACHUMA LAKE, CA US",1993-08-11,,,0,0,0,82,50,
USC00041253,"CACHUMA LAKE, CA US",1993-08-12,,,0,0,0,86,54,
USC00041253,"CACHUMA LAKE, CA US",1993-08-13,,,0,0,0,80,55,
USC00041253,"CACHUMA LAKE, CA US",1993-08-14,,,0,0,0,78,57,
USC00041253,"CACHUMA LAKE, CA US",1993-08-15,,,0,0,0,79,57,
USC00041253,"CACHUMA LAKE, CA US",1993-08-16,,,0,0,0,83,58,
USC00041253,"CACHUMA LAKE, CA US",1993-08-17,,,0,0,0,85,51,
USC00041253,"CACHUMA LAKE, CA US",1993-08-18,,,0,0,0,91,53,
USC00041253,"CACHUMA LAKE, CA US",1993-08-19,,,0,0,0,89,55,
USC00041253,"CACHUMA LAKE, CA US",1993-08-20,,,0,0,0,85,53,
USC00041253,"CACHUMA LAKE, CA US",1993-08-21,,,0,0,0,87,54,
USC00041253,"CACHUMA LAKE, CA US",1993-08-22,,,0,0,0,93,51,
USC00041253,"CACHUMA LAKE, CA US",1993-08-23,,,0,0,0,96,53,
USC00041253,"CACHUMA LAKE, CA US",1993-08-24,,,0,0,0,95,53,
USC00041253,"CACHUMA LAKE, CA US",1993-08-25,,,0,0,0,91,51,
USC00041253,"CACHUMA LAKE, CA US",1993-08-26,,,0,0,0,97,55,
USC00041253,"CACHUMA LAKE, CA US",1993-08-27,,,,0,0,98,58,
USC00041253,"CACHUMA LAKE, CA US",1993-08-28,,,0,0,0,97,56,
USC00041253,"CACHUMA LAKE, CA US",1993-08-29,,,0,0,0,97,50,
USC00041253,"CACHUMA LAKE, CA US",1993-08-30,,,0,0,0,91,55,
USC00041253,"CACHUMA LAKE, CA US",1993-08-31,,,0,0,0,87,53,
USC00041253,"CACHUMA LAKE, CA US",1993-09-01,,,0,0,0,90,54,
USC00041253,"CACHUMA LAKE, CA US",1993-09-02,,,0,0,0,95,55,
USC00041253,"CACHUMA LAKE, CA US",1993-09-03,,,0,0,0,94,56,
USC00041253,"CACHUMA LAKE, CA US",1993-09-04,,,0,0,0,89,55,
USC00041253,"CACHUMA LAKE, CA US",1993-09-05,,,0,0,0,87,55,
USC00041253,"CACHUMA LAKE, CA US",1993-09-06,,,0,0,0,82,54,
USC00041253,"CACHUMA LAKE, CA US",1993-09-07,,,0,0,0,90,45,
USC00041253,"CACHUMA LAKE, CA US",1993-09-08,,,0,0,0,98,48,
USC00041253,"CACHUMA LAKE, CA US",1993-09-09,,,0,0,0,99,51,
USC00041253,"CACHUMA LAKE, CA US",1993-09-10,,,0,0,0,100,52,
USC00041253,"CACHUMA LAKE, CA US",1993-09-11,,,0,0,0,94,50,
USC00041253,"CACHUMA LAKE, CA US",1993-09-12,,,0,0,0,87,52,
USC00041253,"CACHUMA LAKE, CA US",1993-09-13,,,0,0,0,78,51,
USC00041253,"CACHUMA LAKE, CA US",1993-09-14,,,0,0,0,83,49,
USC00041253,"CACHUMA LAKE, CA US",1993-09-15,,,0,0,0,81,53,
USC00041253,"CACHUMA LAKE, CA US",1993-09-16,,,0,0,0,81,53,
USC00041253,"CACHUMA LAKE, CA US",1993-09-17,,,0,0,0,77,51,
USC00041253,"CACHUMA LAKE, CA US",1993-09-18,,,0,0,0,17,50,
USC00041253,"CACHUMA LAKE, CA US",1993-09-19,,,0,0,0,83,48,
USC00041253,"CACHUMA LAKE, CA US",1993-09-20,,,0,0,0,89,44,
USC00041253,"CACHUMA LAKE, CA US",1993-09-21,,,0,0,0,80,52,
USC00041253,"CACHUMA LAKE, CA US",1993-09-22,,,0,0,0,78,54,
USC00041253,"CACHUMA LAKE, CA US",1993-09-23,,,0,0,0,78,50,
USC00041253,"CACHUMA LAKE, CA US",1993-09-24,,,0,0,0,86,40,
USC00041253,"CACHUMA LAKE, CA US",1993-09-25,,,0,0,0,96,47,
USC00041253,"CACHUMA LAKE, CA US",1993-09-26,,,0,0,0,100,52,
USC00041253,"CACHUMA LAKE, CA US",1993-09-27,,,0,0,0,103,63,
USC00041253,"CACHUMA LAKE, CA US",1993-09-28,,,0,0,0,104,55,
USC00041253,"CACHUMA LAKE, CA US",1993-09-29,,,0,0,0,102,48,
USC00041253,"CACHUMA LAKE, CA US",1993-09-30,,,0,0,0,89,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-01,,,0,0,0,96,50,
USC00041253,"CACHUMA LAKE, CA US",1993-10-02,,,0,0,0,93,52,
USC00041253,"CACHUMA LAKE, CA US",1993-10-03,,,0,0,0,89,52,
USC00041253,"CACHUMA LAKE, CA US",1993-10-04,,,0,0,0,88,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-05,,,0,0,0,79,54,
USC00041253,"CACHUMA LAKE, CA US",1993-10-06,,,0,0,0,79,55,
USC00041253,"CACHUMA LAKE, CA US",1993-10-07,,,0,0,0,77,51,
USC00041253,"CACHUMA LAKE, CA US",1993-10-08,,,0,0,0,80,50,
USC00041253,"CACHUMA LAKE, CA US",1993-10-09,,,0,0,0,82,48,
USC00041253,"CACHUMA LAKE, CA US",1993-10-10,,,0,0,0,81,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-11,,,0.26,0,0,76,57,
USC00041253,"CACHUMA LAKE, CA US",1993-10-12,,,0,0,0,76,50,
USC00041253,"CACHUMA LAKE, CA US",1993-10-13,,,0,0,0,83,49,
USC00041253,"CACHUMA LAKE, CA US",1993-10-14,,,0,0,0,75,54,
USC00041253,"CACHUMA LAKE, CA US",1993-10-15,,,0,0,0,80,55,
USC00041253,"CACHUMA LAKE, CA US",1993-10-16,,,0,0,0,77,55,
USC00041253,"CACHUMA LAKE, CA US",1993-10-17,,,0,0,0,80,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-18,,,0,0,0,71,45,
USC00041253,"CACHUMA LAKE, CA US",1993-10-19,,,0,0,0,79,43,
USC00041253,"CACHUMA LAKE, CA US",1993-10-20,,,0,0,0,86,51,
USC00041253,"CACHUMA LAKE, CA US",1993-10-21,,,0,0,0,88,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-22,,,0,0,0,77,46,
USC00041253,"CACHUMA LAKE, CA US",1993-10-23,,,0,0,0,89,56,
USC00041253,"CACHUMA LAKE, CA US",1993-10-24,,,0,0,0,90,52,
USC00041253,"CACHUMA LAKE, CA US",1993-10-25,,,0,0,0,91,46,
USC00041253,"CACHUMA LAKE, CA US",1993-10-26,,,0,0,0,93,47,
USC00041253,"CACHUMA LAKE, CA US",1993-10-27,,,0,0,0,96,53,
USC00041253,"CACHUMA LAKE, CA US",1993-10-28,,,0,0,0,91,50,
USC00041253,"CACHUMA LAKE, CA US",1993-10-29,,,0,0,0,88,45,
USC00041253,"CACHUMA LAKE, CA US",1993-10-30,,,0,0,0,87,45,
USC00041253,"CACHUMA LAKE, CA US",1993-10-31,,,0,0,0,82,51,
USC00041253,"CACHUMA LAKE, CA US",1993-11-01,,,0,0,0,76,46,
USC00041253,"CACHUMA LAKE, CA US",1993-11-02,,,0,0,0,83,49,
USC00041253,"CACHUMA LAKE, CA US",1993-11-03,,,0,0,0,91,53,
USC00041253,"CACHUMA LAKE, CA US",1993-11-04,,,0,0,0,91,43,
USC00041253,"CACHUMA LAKE, CA US",1993-11-05,,,0,0,0,84,45,
USC00041253,"CACHUMA LAKE, CA US",1993-11-06,,,0,0,0,82,46,
USC00041253,"CACHUMA LAKE, CA US",1993-11-07,,,0,0,0,84,48,
USC00041253,"CACHUMA LAKE, CA US",1993-11-08,,,0,0,0,80,44,
USC00041253,"CACHUMA LAKE, CA US",1993-11-09,,,0,0,0,76,43,
USC00041253,"CACHUMA LAKE, CA US",1993-11-10,,,0,0,0,76,45,
USC00041253,"CACHUMA LAKE, CA US",1993-11-11,,,0.4,0,0,68,50,
USC00041253,"CACHUMA LAKE, CA US",1993-11-12,,,0,0,0,65,45,
USC00041253,"CACHUMA LAKE, CA US",1993-11-13,,,0,0,0,64,36,
USC00041253,"CACHUMA LAKE, CA US",1993-11-14,,,0,0,0,65,38,
USC00041253,"CACHUMA LAKE, CA US",1993-11-15,,,0,0,0,73,38,
USC00041253,"CACHUMA LAKE, CA US",1993-11-16,,,0,0,0,72,38,
